	pathway_name	annotation	interaction_name_2	ligand	receptor
LAMB2_ITGA7	LAMININ	ECM-Receptor	LAMB2 - ITGA7	LAMB2	ITGA7
LAMB3_ITGA7	LAMININ	ECM-Receptor	LAMB3 - ITGA7	LAMB3	ITGA7
LAMC1_ITGA7	LAMININ	ECM-Receptor	LAMC1 - ITGA7	LAMC1	ITGA7
LAMC3_ITGA7	LAMININ	ECM-Receptor	LAMC3 - ITGA7	LAMC3	ITGA7
TNC_ITGA8	TENASCIN	ECM-Receptor	TNC - ITGA8	TNC	ITGA8
TNC_ITGB1	TENASCIN	ECM-Receptor	TNC - ITGB1	TNC	ITGB1
TNXB_ITGA8	TENASCIN	ECM-Receptor	TNXB - ITGA8	TNXB	ITGA8
TNXB_ITGB1	TENASCIN	ECM-Receptor	TNXB - ITGB1	TNXB	ITGB1
TNC_ITGA9	TENASCIN	ECM-Receptor	TNC - ITGA9	TNC	ITGA9
TNXB_ITGA9	TENASCIN	ECM-Receptor	TNXB - ITGA9	TNXB	ITGA9
COL1A1_ITGA9	COLLAGEN	ECM-Receptor	COL1A1 - ITGA9	COL1A1	ITGA9
COL1A2_ITGA9	COLLAGEN	ECM-Receptor	COL1A2 - ITGA9	COL1A2	ITGA9
COL2A1_ITGA9	COLLAGEN	ECM-Receptor	COL2A1 - ITGA9	COL2A1	ITGA9
COL4A1_ITGA9	COLLAGEN	ECM-Receptor	COL4A1 - ITGA9	COL4A1	ITGA9
COL4A2_ITGA9	COLLAGEN	ECM-Receptor	COL4A2 - ITGA9	COL4A2	ITGA9
COL4A5_ITGA9	COLLAGEN	ECM-Receptor	COL4A5 - ITGA9	COL4A5	ITGA9
COL4A6_ITGA9	COLLAGEN	ECM-Receptor	COL4A6 - ITGA9	COL4A6	ITGA9
COL6A1_ITGA9	COLLAGEN	ECM-Receptor	COL6A1 - ITGA9	COL6A1	ITGA9
COL6A2_ITGA9	COLLAGEN	ECM-Receptor	COL6A2 - ITGA9	COL6A2	ITGA9
COL6A3_ITGA9	COLLAGEN	ECM-Receptor	COL6A3 - ITGA9	COL6A3	ITGA9
COL9A1_ITGA9	COLLAGEN	ECM-Receptor	COL9A1 - ITGA9	COL9A1	ITGA9
COL9A2_ITGA9	COLLAGEN	ECM-Receptor	COL9A2 - ITGA9	COL9A2	ITGA9
COL9A3_ITGA9	COLLAGEN	ECM-Receptor	COL9A3 - ITGA9	COL9A3	ITGA9
LAMA1_ITGA9	LAMININ	ECM-Receptor	LAMA1 - ITGA9	LAMA1	ITGA9
LAMA2_ITGA9	LAMININ	ECM-Receptor	LAMA2 - ITGA9	LAMA2	ITGA9
LAMA3_ITGA9	LAMININ	ECM-Receptor	LAMA3 - ITGA9	LAMA3	ITGA9
LAMA4_ITGA9	LAMININ	ECM-Receptor	LAMA4 - ITGA9	LAMA4	ITGA9
LAMA5_ITGA9	LAMININ	ECM-Receptor	LAMA5 - ITGA9	LAMA5	ITGA9
LAMB1_ITGA9	LAMININ	ECM-Receptor	LAMB1 - ITGA9	LAMB1	ITGA9
LAMB2_ITGA9	LAMININ	ECM-Receptor	LAMB2 - ITGA9	LAMB2	ITGA9
LAMB3_ITGA9	LAMININ	ECM-Receptor	LAMB3 - ITGA9	LAMB3	ITGA9
LAMC1_ITGA9	LAMININ	ECM-Receptor	LAMC1 - ITGA9	LAMC1	ITGA9
LAMC3_ITGA9	LAMININ	ECM-Receptor	LAMC3 - ITGA9	LAMC3	ITGA9
FN1_ITGAV	FN1	ECM-Receptor	FN1 - ITGAV	FN1	ITGAV
VWF_ITGAV	VWF	ECM-Receptor	VWF - ITGAV	VWF	ITGAV
TNC_ITGAV	TENASCIN	ECM-Receptor	TNC - ITGAV	TNC	ITGAV
TNXB_ITGAV	TENASCIN	ECM-Receptor	TNXB - ITGAV	TNXB	ITGAV
THBS1_ITGAV	THBS	ECM-Receptor	THBS1 - ITGAV	THBS1	ITGAV
THBS2_ITGAV	THBS	ECM-Receptor	THBS2 - ITGAV	THBS2	ITGAV
THBS3_ITGAV	THBS	ECM-Receptor	THBS3 - ITGAV	THBS3	ITGAV
THBS4_ITGAV	THBS	ECM-Receptor	THBS4 - ITGAV	THBS4	ITGAV
FN1_ITGB8	FN1	ECM-Receptor	FN1 - ITGB8	FN1	ITGB8
LAMA1_ITGAV	LAMININ	ECM-Receptor	LAMA1 - ITGAV	LAMA1	ITGAV
LAMA1_ITGB8	LAMININ	ECM-Receptor	LAMA1 - ITGB8	LAMA1	ITGB8
LAMA2_ITGAV	LAMININ	ECM-Receptor	LAMA2 - ITGAV	LAMA2	ITGAV
LAMA2_ITGB8	LAMININ	ECM-Receptor	LAMA2 - ITGB8	LAMA2	ITGB8
LAMA3_ITGAV	LAMININ	ECM-Receptor	LAMA3 - ITGAV	LAMA3	ITGAV
LAMA3_ITGB8	LAMININ	ECM-Receptor	LAMA3 - ITGB8	LAMA3	ITGB8
LAMA4_ITGAV	LAMININ	ECM-Receptor	LAMA4 - ITGAV	LAMA4	ITGAV
LAMA4_ITGB8	LAMININ	ECM-Receptor	LAMA4 - ITGB8	LAMA4	ITGB8
LAMA5_ITGAV	LAMININ	ECM-Receptor	LAMA5 - ITGAV	LAMA5	ITGAV
LAMA5_ITGB8	LAMININ	ECM-Receptor	LAMA5 - ITGB8	LAMA5	ITGB8
LAMB1_ITGAV	LAMININ	ECM-Receptor	LAMB1 - ITGAV	LAMB1	ITGAV
LAMB1_ITGB8	LAMININ	ECM-Receptor	LAMB1 - ITGB8	LAMB1	ITGB8
LAMB2_ITGAV	LAMININ	ECM-Receptor	LAMB2 - ITGAV	LAMB2	ITGAV
LAMB2_ITGB8	LAMININ	ECM-Receptor	LAMB2 - ITGB8	LAMB2	ITGB8
LAMB3_ITGAV	LAMININ	ECM-Receptor	LAMB3 - ITGAV	LAMB3	ITGAV
LAMB3_ITGB8	LAMININ	ECM-Receptor	LAMB3 - ITGB8	LAMB3	ITGB8
LAMC1_ITGAV	LAMININ	ECM-Receptor	LAMC1 - ITGAV	LAMC1	ITGAV
LAMC1_ITGB8	LAMININ	ECM-Receptor	LAMC1 - ITGB8	LAMC1	ITGB8
LAMC3_ITGAV	LAMININ	ECM-Receptor	LAMC3 - ITGAV	LAMC3	ITGAV
LAMC3_ITGB8	LAMININ	ECM-Receptor	LAMC3 - ITGB8	LAMC3	ITGB8
COL1A1_ITGAV	COLLAGEN	ECM-Receptor	COL1A1 - ITGAV	COL1A1	ITGAV
COL1A1_ITGB8	COLLAGEN	ECM-Receptor	COL1A1 - ITGB8	COL1A1	ITGB8
COL1A2_ITGAV	COLLAGEN	ECM-Receptor	COL1A2 - ITGAV	COL1A2	ITGAV
COL1A2_ITGB8	COLLAGEN	ECM-Receptor	COL1A2 - ITGB8	COL1A2	ITGB8
COL2A1_ITGAV	COLLAGEN	ECM-Receptor	COL2A1 - ITGAV	COL2A1	ITGAV
COL2A1_ITGB8	COLLAGEN	ECM-Receptor	COL2A1 - ITGB8	COL2A1	ITGB8
COL4A1_ITGAV	COLLAGEN	ECM-Receptor	COL4A1 - ITGAV	COL4A1	ITGAV
COL4A1_ITGB8	COLLAGEN	ECM-Receptor	COL4A1 - ITGB8	COL4A1	ITGB8
COL4A2_ITGAV	COLLAGEN	ECM-Receptor	COL4A2 - ITGAV	COL4A2	ITGAV
COL4A2_ITGB8	COLLAGEN	ECM-Receptor	COL4A2 - ITGB8	COL4A2	ITGB8
COL4A5_ITGAV	COLLAGEN	ECM-Receptor	COL4A5 - ITGAV	COL4A5	ITGAV
COL4A5_ITGB8	COLLAGEN	ECM-Receptor	COL4A5 - ITGB8	COL4A5	ITGB8
COL4A6_ITGAV	COLLAGEN	ECM-Receptor	COL4A6 - ITGAV	COL4A6	ITGAV
COL4A6_ITGB8	COLLAGEN	ECM-Receptor	COL4A6 - ITGB8	COL4A6	ITGB8
COL6A1_ITGAV	COLLAGEN	ECM-Receptor	COL6A1 - ITGAV	COL6A1	ITGAV
COL6A1_ITGB8	COLLAGEN	ECM-Receptor	COL6A1 - ITGB8	COL6A1	ITGB8
COL6A2_ITGAV	COLLAGEN	ECM-Receptor	COL6A2 - ITGAV	COL6A2	ITGAV
COL6A2_ITGB8	COLLAGEN	ECM-Receptor	COL6A2 - ITGB8	COL6A2	ITGB8
COL6A3_ITGAV	COLLAGEN	ECM-Receptor	COL6A3 - ITGAV	COL6A3	ITGAV
COL6A3_ITGB8	COLLAGEN	ECM-Receptor	COL6A3 - ITGB8	COL6A3	ITGB8
COL9A1_ITGAV	COLLAGEN	ECM-Receptor	COL9A1 - ITGAV	COL9A1	ITGAV
COL9A1_ITGB8	COLLAGEN	ECM-Receptor	COL9A1 - ITGB8	COL9A1	ITGB8
COL9A2_ITGAV	COLLAGEN	ECM-Receptor	COL9A2 - ITGAV	COL9A2	ITGAV
COL9A2_ITGB8	COLLAGEN	ECM-Receptor	COL9A2 - ITGB8	COL9A2	ITGB8
COL9A3_ITGAV	COLLAGEN	ECM-Receptor	COL9A3 - ITGAV	COL9A3	ITGAV
COL9A3_ITGB8	COLLAGEN	ECM-Receptor	COL9A3 - ITGB8	COL9A3	ITGB8
LAMA1_ITGB4	LAMININ	ECM-Receptor	LAMA1 - ITGB4	LAMA1	ITGB4
LAMA2_ITGB4	LAMININ	ECM-Receptor	LAMA2 - ITGB4	LAMA2	ITGB4
LAMA3_ITGB4	LAMININ	ECM-Receptor	LAMA3 - ITGB4	LAMA3	ITGB4
LAMA4_ITGB4	LAMININ	ECM-Receptor	LAMA4 - ITGB4	LAMA4	ITGB4
LAMA5_ITGB4	LAMININ	ECM-Receptor	LAMA5 - ITGB4	LAMA5	ITGB4
LAMB1_ITGB4	LAMININ	ECM-Receptor	LAMB1 - ITGB4	LAMB1	ITGB4
LAMB2_ITGB4	LAMININ	ECM-Receptor	LAMB2 - ITGB4	LAMB2	ITGB4
LAMB3_ITGB4	LAMININ	ECM-Receptor	LAMB3 - ITGB4	LAMB3	ITGB4
LAMC1_ITGB4	LAMININ	ECM-Receptor	LAMC1 - ITGB4	LAMC1	ITGB4
LAMC3_ITGB4	LAMININ	ECM-Receptor	LAMC3 - ITGB4	LAMC3	ITGB4
CDH1_ITGA1	CDH1	Cell-Cell Contact	CDH1 - ITGA1	CDH1	ITGA1
CDH1_ITGB1	CDH1	Cell-Cell Contact	CDH1 - ITGB1	CDH1	ITGB1
CDH1_ITGAE	CDH1	Cell-Cell Contact	CDH1 - ITGAE	CDH1	ITGAE
NFASC_CNTN1	CNTN	Cell-Cell Contact	NFASC - CNTN1	NFASC	CNTN1
NFASC_CNTNAP1	CNTN	Cell-Cell Contact	NFASC - CNTNAP1	NFASC	CNTNAP1
CNTN2_CNTNAP2	CNTN	Cell-Cell Contact	CNTN2 - CNTNAP2	CNTN2	CNTNAP2
CSPG4_ITGA2	CSPG4	Cell-Cell Contact	CSPG4 - ITGA2	CSPG4	ITGA2
CSPG4_ITGB1	CSPG4	Cell-Cell Contact	CSPG4 - ITGB1	CSPG4	ITGB1
JAM2_ITGA3	JAM	Cell-Cell Contact	JAM2 - ITGA3	JAM2	ITGA3
JAM2_ITGB1	JAM	Cell-Cell Contact	JAM2 - ITGB1	JAM2	ITGB1
JAM2_ITGAV	JAM	Cell-Cell Contact	JAM2 - ITGAV	JAM2	ITGAV
L1CAM_ITGAV	L1CAM	Cell-Cell Contact	L1CAM - ITGAV	L1CAM	ITGAV
L1CAM_ITGA4	L1CAM	Cell-Cell Contact	L1CAM - ITGA4	L1CAM	ITGA4
MADCAM1_ITGA4	MADCAM	Cell-Cell Contact	MADCAM1 - ITGA4	MADCAM1	ITGA4
SEMA4A_NRP1	SEMA4	Cell-Cell Contact	SEMA4A - NRP1	SEMA4A	NRP1
SEMA4A_PLXNA1	SEMA4	Cell-Cell Contact	SEMA4A - PLXNA1	SEMA4A	PLXNA1
SEMA4A_PLXNA2	SEMA4	Cell-Cell Contact	SEMA4A - PLXNA2	SEMA4A	PLXNA2
SEMA4A_PLXNA3	SEMA4	Cell-Cell Contact	SEMA4A - PLXNA3	SEMA4A	PLXNA3
SEMA4A_PLXNA4	SEMA4	Cell-Cell Contact	SEMA4A - PLXNA4	SEMA4A	PLXNA4
SEMA6D_KDR	SEMA6	Cell-Cell Contact	SEMA6D - KDR	SEMA6D	KDR
THY1_ITGAV	THY1	Cell-Cell Contact	THY1 - ITGAV	THY1	ITGAV
ITGA4_ITGB1	VCAM	Cell-Cell Contact	ITGA4 - ITGB1	ITGA4	ITGB1
ITGA4_VCAM1	VCAM	Cell-Cell Contact	ITGA4 - VCAM1	ITGA4	VCAM1
ITGA9_ITGB1	VCAM	Cell-Cell Contact	ITGA9 - ITGB1	ITGA9	ITGB1
ITGA9_VCAM1	VCAM	Cell-Cell Contact	ITGA9 - VCAM1	ITGA9	VCAM1
